Handle,REF,Nombre,Categoria,Descripción,Vendido por peso,Opción 1 nombre,Opción 1 valor,Opción 2 nombre,Opción 2 valor,Opción 3 nombre,Opción 3 valor,Coste,Codigo de barras,REF del componente,Cantidad del componente,Seguir el Inventario,Disponibles para la venta [Vecindario],Precio [Vecindario],En inventario [Vecindario],Existencias bajas [Vecindario],"modificador - ""Hamburguesas""","modificador - ""Icono""","modificador - ""Tebana""","modificador - ""Wendlandt""","modificador - ""Caudillo""","modificador - ""Cuatro palos""","modificador - ""Hamburguesa Vecindario""","modificador - ""Hamburguesa Teopanzolco""","modificador - ""Tiras empanizadas""","modificador - ""Ayinger""","modificador - ""Pilsner Urquel""","modificador - ""Bruer""","modificador - ""Punto Rojo""","modificador - ""Rámuri""","modificador - ""Volfas""","modificador - ""Moldova""","modificador - ""Chato""","modificador - ""Aquelarre""","modificador - ""Etienne""","modificador - ""Mac and Cheese""","modificador - ""Ensalada primavera""","modificador - ""Pizza""","modificador - ""Chicatana""","modificador - ""ABK""","modificador - ""Oveja Mística""","modificador - ""Nuevo Imperio""","modificador - ""Nómada""","modificador - ""tocino extra""","modificador - ""Perruchona""","modificador - ""St. Peter's""","modificador - ""Knee Deep""","modificador - ""Alesmith""","modificador - ""De Halve Maan""","modificador - ""Insurgente""","modificador - ""Vecindario""","modificador - ""Principia""","modificador - ""Pizza calabaza""","modificador - ""Cardera""","modificador - ""Ensalada caprese""","modificador - ""Farland""","modificador - ""Dos Aves""","modificador - ""Buqui Bichi""","modificador - ""Straffe Hendrik""","modificador - ""Santa Sabina""","modificador - ""Madueño""","modificador - ""Sacro""","modificador - ""Copete de Hueso""","modificador - ""Con Chicharrón""","modificador - ""Chaneque""","modificador - ""Arrachera""","modificador - ""Monkey Waves""","modificador - ""Crepa""","modificador - ""Guacamole""","modificador - ""Bichola""","modificador - ""Sierra Nevada""","modificador - ""Hercules""","modificador - ""Ludica"""
mason-ale-works-cherry-nectarine-fruit,10779,Mason Ale Works Cherry Nectarine Fruit,Lata/Botella,,N,,,,,,,157.99,,,,Y,Y,266.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
mason-ale-works-the-royalist,11024,Mason Ale Works The Royalist,Lata/Botella,,N,,,,,,,263.83,,,,Y,Y,426.00,1.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
mason-ale-works-watermelon-apricot,10734,Mason Ale Works Watermelon Apricot,Lata/Botella,,N,,,,,,,153.25,,,,Y,Y,258.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
mason-aw-hoptapus,10881,Mason AW Hoptapus,Lata/Botella,,N,,,,,,,131.92,,,,Y,Y,227.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
mason-aw-lfg,10882,Mason AW LFG,Lata/Botella,,N,,,,,,,131.92,,,,Y,Y,227.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
mason-aw-mixed-berry-fruitbomb,10886,Mason AW Mixed Berry Fruitbomb,Lata/Botella,,N,,,,,,,153.25,,,,Y,Y,258.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
mason-can't-resist-the-oats,10818,Mason Can't Resist the Oats,Lata/Botella,,N,,,,,,,135.00,,,,Y,Y,231.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
mason-clint-hopwood,11079,Mason Clint Hopwood,Lata/Botella,,N,,,,,,,140.00,,,,Y,Y,238.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
mason-discount-stuntman,11080,Mason Discount Stuntman,Lata/Botella,,N,,,,,,,140.00,,,,Y,Y,238.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
mason-hard-luck,11081,Mason Hard Luck,Lata/Botella,,N,,,,,,,140.00,,,,Y,Y,238.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
mason-west-coast-ipa,11063,Mason West Coast IPA,Lata/Botella,,N,,,,,,,115.43,,,,Y,Y,205.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
mason-x-(10th-anniversary),11064,Mason X (10th Anniversary),Lata/Botella,,N,,,,,,,260.93,,,,Y,Y,421.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
mason/charlie-cask-&-crown,10819,Mason/Charlie Cask & Crown,Lata/Botella,,N,,,,,,,266.00,,,,Y,Y,429.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
maui-big-swell-2,10411,Maui Big Swell,Lata/Botella,,N,,,,,,,70.00,,,,Y,Y,135.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
maui-omg,10983,Maui OMG,Lata/Botella,,N,,,,,,,71.00,,,,Y,Y,135.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
max-kriek,10522,Max Kriek,Lata/Botella,,N,,,,,,,105.00,,,,Y,Y,190.00,3.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
mc-ewan's-champion-export,11069,Mc Ewan's Champion Export,Lata/Botella,,N,,,,,,,81.00,,,,Y,Y,151.00,6.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
mc-ewan’s-champion,10394,Mc Ewan’s Champion,Lata/Botella,,N,,,,,,,110.00,,,,Y,Y,198.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
mikkeller---beer-geek-fudgesicle-lata-2,10245,Mikkeller - Beer Geek Fudgesicle Lata,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,370.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
mikkeller---blanche-de-mikkeller-2,10054,Mikkeller - Blanche de Mikkeller,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,118.00,0.000,1000000.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
mikkeller---boon-gout-americain-2,10177,Mikkeller - Boon Gout Americain,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,278.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
mikkeller---drink-in-the-sun-2,10243,Mikkeller - Drink in the Sun,Lata/Botella,,N,,,,,,,63.68,,,,Y,Y,121.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
mikkeller---ich-bin-raspberry-1,10242,Mikkeller - Ich Bin Raspberry,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,121.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
mikkeller---msd-traeblod-2021-lata-2,10246,Mikkeller - MSD Traeblod 2021 Lata,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,413.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
mikkeller---nelson-sauvin-ba-chardonnay-20-2,10247,Mikkeller - Nelson Sauvin BA Chardonnay 20,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,522.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
mikkeller---space-race-lata-2,10244,Mikkeller - Space Race Lata,Lata/Botella,,N,,,,,,,115.00,,,,Y,Y,205.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
mikkeller-all-others-pale-ale-330-ml-lat-2,10162,Mikkeller All Others Pale Ale 330 ml lat,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,135.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
mikkeller-burst-ipa-330-ml-2,10153,Mikkeller Burst IPA 330 ml,Lata/Botella,,N,,,,,,,63.68,,,,Y,Y,121.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
mikkeller-golden-iris-hoppy-blond-330-ml-2,10161,Mikkeller Golden Iris Hoppy Blond 330 ml,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,135.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
mikkeller-hop-shop-330-ml-2,10154,Mikkeller Hop Shop 330 ml,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,130.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
mikkeller/3-sons----white-out-2,10248,Mikkeller/3 Sons  - White Out,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,1593.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
miller---high-life-lata-2,10112,Miller - High Life Lata,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,65.00,0.000,1000000.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
miroslaw-arcyipa,10753,Miloslaw ArcyIPA,Lata/Botella,,N,,,,,,,71.99,,,,Y,Y,136.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
miloslaw-bezalkoholowe-ipa,10754,Miloslaw Bezalkoholowe IPA,Lata/Botella,,N,,,,,,,58.99,,,,Y,Y,112.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
miroslaw-sosnowe-apa,10752,Miloslaw Sosnowe APA,Lata/Botella,,N,,,,,,,71.99,,,,Y,Y,136.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
minerva----stout-2,10038,Minerva  - Stout,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,75.00,0.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
minerva---la-veinte-aniversario-2,10299,Minerva - La Veinte Aniversario,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,162.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
minerva---navideña-caja-roja,10305,Minerva - Navideña Caja Roja,Lata/Botella,,N,,,,,,,220.00,,,,Y,Y,360.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
minerva---navideña-caja-verde,10306,Minerva - Navideña Caja Verde,Lata/Botella,,N,,,,,,,200.00,,,,Y,Y,341.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
minerva---pánico-satánico-leyendas-legendarias,10282,Minerva - Pánico Satánico Leyendas Legendarias,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,101.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
minerva-taller-spritz,10443,Minerva Taller Spritz,Lata/Botella,,N,,,,,,,84.00,,,,Y,Y,156.00,0.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
minerva-viena,10444,Minerva Viena,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,75.00,0.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
modelo-turin,10929,Modelo Turin,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,70.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
modelo-turin-1,10003,Modelo Turin,Lata/Botella,,N,,,,,,,30.00,,,,Y,Y,70.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
moldova-botella-2,10382,Moldova botella,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,95.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
monchshof-bockbier,10972,Monchshof Bockbier,Lata/Botella,,N,,,,,,,77.00,,,,Y,Y,144.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
monchshof-original,10826,Monchshof Original,Lata/Botella,,N,,,,,,,77.00,,,,Y,Y,144.00,3.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
schwarzbier-monchshol,10738,Monchshof Schwarzbier,Lata/Botella,,N,,,,,,,77.00,,,,Y,Y,144.00,3.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
monk's-stout-dupont-2,10362,Monk's Stout Dupont,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,150.00,0.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
monkey-waves-1.44-mb,11167,Monkey Waves 1.44 MB,Lata/Botella,,N,,,,,,,63.00,,,,Y,Y,120.00,2.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
monkey-waves-ando-erizo-pa,10589,Monkey Waves Ando Erizo Pa,Lata/Botella,,N,,,,,,,73.00,,,,Y,Y,138.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
monkey-waves-arremangalo-arrempujalo,10763,Monkey Waves Arremangalo Arrempujalo,Lata/Botella,,N,,,,,,,82.00,,,,Y,Y,153.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
monkey-waves-babuino-sanchez,10946,Monkey Waves Babuino Sanchez,Lata/Botella,,N,,,,,,,81.00,,,,Y,Y,151.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
monkey-waves-bien-exprimidote,10590,Monkey Waves Bien Exprimidote,Lata/Botella,,N,,,,,,,73.00,,,,Y,Y,138.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
monkey-waves-bueywatch,10793,Monkey Waves Bueywatch,Lata/Botella,,N,,,,,,,83.00,,,,Y,Y,154.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
monkey-waves-de-las-montañas,10619,Monkey Waves De las Montañas,Lata/Botella,,N,,,,,,,80.00,,,,Y,Y,149.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
monkey-waves-don't-worry-be-kapi,10675,Monkey Waves Don't Worry be Kapi,Lata/Botella,,N,,,,,,,82.00,,,,Y,Y,153.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
monkey-waves-el-fantasma-mador,10862,Monkey Waves El Fantasma Mador,Lata/Botella,,N,,,,,,,92.00,,,,Y,Y,169.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
monkey-waves-el-mariachi-loco,10620,Monkey Waves El Mariachi-huahua,Lata/Botella,,N,,,,,,,60.00,,,,Y,Y,114.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
monkey-waves-escote-de-plomero,10976,Monkey Waves Escote de Plomero,Lata/Botella,,N,,,,,,,81.00,,,,Y,Y,151.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
monkey-waves-goatzilla,10764,Monkey Waves Goatzilla,Lata/Botella,,N,,,,,,,81.00,,,,Y,Y,151.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
monkey-waves-gpi,10762,Monkey Waves GPI,Lata/Botella,,N,,,,,,,83.00,,,,Y,Y,154.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
monkey-waves-homie-alone,10893,Monkey Waves Homie Alone,Lata/Botella,,N,,,,,,,83.00,,,,Y,Y,154.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
monkey-waves-impreshionanti,11262,Monkey Waves Impreshionanti,Lata/Botella,,N,,,,,,,83.00,,,,Y,Y,154.00,4.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
monkey-waves-la-posada-de-la-empresa,10894,Monkey Waves La Posada de la Empresa,Lata/Botella,,N,,,,,,,85.00,,,,Y,Y,157.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
monkey-waves-1,11242,Monkey Waves La Rodilla,Lata/Botella,,N,,,,,,,83.00,,,,Y,Y,154.00,1.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
monkey-waves-los-cachirules,11185,Monkey Waves Los Cachirules,Lata/Botella,,N,,,,,,,83.00,,,,Y,Y,154.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
monkey-waves-mi-compa-el-chapulin,10681,Monkey Waves Mi Compa el Chapulin,Lata/Botella,,N,,,,,,,80.00,,,,Y,Y,149.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
monkey-waves-mil-quinieeentos,10608,Monkey Waves Mil Quinieeentos,Lata/Botella,,N,,,,,,,85.00,,,,Y,Y,157.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
