Handle,REF,Nombre,Categoria,Descripción,Vendido por peso,Opción 1 nombre,Opción 1 valor,Opción 2 nombre,Opción 2 valor,Opción 3 nombre,Opción 3 valor,Coste,Codigo de barras,REF del componente,Cantidad del componente,Seguir el Inventario,Disponibles para la venta [Vecindario],Precio [Vecindario],En inventario [Vecindario],Existencias bajas [Vecindario],"modificador - ""Hamburguesas""","modificador - ""Icono""","modificador - ""Tebana""","modificador - ""Wendlandt""","modificador - ""Caudillo""","modificador - ""Cuatro palos""","modificador - ""Hamburguesa Vecindario""","modificador - ""Hamburguesa Teopanzolco""","modificador - ""Tiras empanizadas""","modificador - ""Ayinger""","modificador - ""Pilsner Urquel""","modificador - ""Bruer""","modificador - ""Punto Rojo""","modificador - ""Rámuri""","modificador - ""Volfas""","modificador - ""Moldova""","modificador - ""Chato""","modificador - ""Aquelarre""","modificador - ""Etienne""","modificador - ""Mac and Cheese""","modificador - ""Ensalada primavera""","modificador - ""Pizza""","modificador - ""Chicatana""","modificador - ""ABK""","modificador - ""Oveja Mística""","modificador - ""Nuevo Imperio""","modificador - ""Nómada""","modificador - ""tocino extra""","modificador - ""Perruchona""","modificador - ""St. Peter's""","modificador - ""Knee Deep""","modificador - ""Alesmith""","modificador - ""De Halve Maan""","modificador - ""Insurgente""","modificador - ""Vecindario""","modificador - ""Principia""","modificador - ""Pizza calabaza""","modificador - ""Cardera""","modificador - ""Ensalada caprese""","modificador - ""Farland""","modificador - ""Dos Aves""","modificador - ""Buqui Bichi""","modificador - ""Straffe Hendrik""","modificador - ""Santa Sabina""","modificador - ""Madueño""","modificador - ""Sacro""","modificador - ""Copete de Hueso""","modificador - ""Con Chicharrón""","modificador - ""Chaneque""","modificador - ""Arrachera""","modificador - ""Monkey Waves""","modificador - ""Crepa""","modificador - ""Guacamole""","modificador - ""Bichola""","modificador - ""Sierra Nevada""","modificador - ""Hercules""","modificador - ""Ludica"""
kasteel---cuvée-du-chateau-(etiqueta-negra),10083,Kasteel - Cuvée Du Chateau (Etiqueta Negra),Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,170.00,0.000,1000000.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
kasteel---rouge---rubus-2,10145,Kasteel - Rouge - Rubus,Lata/Botella,,N,,,,,,,100.00,,,,Y,Y,182.00,2.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
kasteel---trignac-2,10084,Kasteel - Trignac,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,800.00,0.000,1000000.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
kasteel-0.0,10832,Kasteel 0.0,Lata/Botella,,N,,,,,,,105.00,,,,Y,Y,190.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
kasteel-rouge-framboise-250ml,10706,Kasteel Rouge Framboise 250ml,Lata/Botella,,N,,,,,,,68.00,,,,Y,Y,129.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
kasteel-tripel,10537,Kasteel Tripel,Lata/Botella,,N,,,,,,,104.00,,,,Y,Y,188.00,3.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
knee-deep-clarity-ipa-2,10410,Knee Deep Clarity IPA,Lata/Botella,,N,,,,,,,76.00,,,,Y,Y,143.00,-1.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
knee-deep-deep-island,10635,Knee Deep Deep Island,Lata/Botella,,N,,,,,,,70.00,,,,Y,Y,133.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
knee-deep-hola-noche,10939,Knee Deep Hola Noche,Lata/Botella,,N,,,,,,,77.00,,,,Y,Y,144.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
knee-deep-hola-sr,10930,Knee Deep Hola Sr,Lata/Botella,,N,,,,,,,60.00,,,,Y,Y,114.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
knee-deep-hop---trio,11012,Knee Deep Hop - Trio,Lata/Botella,,N,,,,,,,240.00,,,,Y,Y,390.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
knee-deep-hop-de-ranged,10634,Knee Deep Hop De Ranged,Lata/Botella,,N,,,,,,,190.00,,,,Y,Y,315.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
knee-deep-hoptologist,10633,Knee Deep Hoptologist,Lata/Botella,,N,,,,,,,180.00,,,,Y,Y,299.00,2.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
knee-deep-pocket-rockets,10640,Knee Deep Pocket Rockets,Lata/Botella,,N,,,,,,,700.00,,,,Y,Y,1120.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
knee-deep-simtra-triple-ipa,10898,Knee Deep Simtra Triple IPA,Lata/Botella,,N,,,,,,,240.00,,,,Y,Y,390.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
knee-deep-slooow-mo,10319,Knee Deep Slooow Mo,Lata/Botella,,N,,,,,,,130.00,,,,Y,Y,225.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
knee-deep-where's-frankie,10973,Knee Deep Where's Frankie,Lata/Botella,,N,,,,,,,150.00,,,,Y,Y,253.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
knee-deep--deep-hazy,10867,Knee Deep- Deep hazy,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,147.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
knee-deep--folsom-haze,11118,Knee Deep- Folsom haze,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,130.00,3.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
knee-deep-slow-mo,10870,Knee Deep-Slow mo,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,240.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
knee-deep-tahoedeep,11117,Knee Deep-TahoeDeep,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,235.00,1.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
komer-porter-baltycki-amburana,10757,Komer Porter Baltycki Amburana,Lata/Botella,,N,,,,,,,96.99,,,,Y,Y,177.00,5.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
komes---wymrazany-porter-baltycki-2,10308,Komes - Wymrazany Porter Baltycki,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,435.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
komes---wymrazany-porter-malinowy-2,10309,Komes - Wymrazany Porter Malinowy,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,435.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
komes-barleywine,10759,Komes Barleywine,Lata/Botella,,N,,,,,,,100.00,,,,Y,Y,182.00,2.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
komes-imperial-stout,10758,Komes Imperial Stout,Lata/Botella,,N,,,,,,,100.00,,,,Y,Y,182.00,3.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
komes-porter-baltycki,10755,Komes Porter Baltycki Amburana,Lata/Botella,,N,,,,,,,94.00,,,,Y,Y,172.00,1.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
komesporter-malinowy-frambuesa,10756,Komes Porter Malinowy Frambuesa,Lata/Botella,,N,,,,,,,94.99,,,,Y,Y,174.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
kozel---dark-lata-2,10128,Kozel - Dark Lata,Lata/Botella,,N,,,,,,,42.50,,,,Y,Y,85.00,10.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
kozel---lager-lata-2,10129,Kozel - Lager Lata,Lata/Botella,,N,,,,,,,42.00,,,,Y,Y,85.00,18.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
la-picsa-port,10442,La Picsa Port,Lata/Botella,,N,,,,,,,99.00,,,,Y,Y,180.00,0.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
la-trappe-quadrupel,11211,La Trappe Quadrupel,Lata/Botella,,N,,,,,,,87.30,,,,Y,Y,161.00,6.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
laguinas-trooper,11250,LAGUINAS TROOPER,Lata/Botella,,N,,,,,,,140.00,,,,Y,Y,238.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
lagunitas---ipa-2,10313,Lagunitas - IPA,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,85.00,4.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
lambrusco-riunite,11011,Lambrusco-Riunite,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,125.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
lazarus&colin-tamarindo,10900,Lazarus&colin tamarindo,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,320.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
left-hand-pumpkin-spice-latte-nitro-2,10188,Left Hand Pumpkin Spice Latte Nitro,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,142.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
lindemans---apple-2,10085,Lindemans - Apple,Lata/Botella,,N,,,,,,,70.00,,,,Y,Y,133.00,5.000,1000000.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
lindemans---cassis-2,10086,Lindemans - Cassis,Lata/Botella,,N,,,,,,,82.00,,,,Y,Y,153.00,0.000,1000000.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
lindemans---framboise-2,10087,Lindemans - Framboise,Lata/Botella,,N,,,,,,,88.00,,,,Y,Y,162.00,2.000,1000000.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
lindemans---tarot-noir-2,10088,Lindemans - Tarot Noir,Lata/Botella,,N,,,,,,,94.00,,,,Y,Y,172.00,4.000,1000000.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
lindemans-–-framboise-grande-(750ml),10391,Lindemans – Framboise Grande (750ml),Lata/Botella,,N,,,,,,,205.00,,,,Y,Y,345.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
lindemans-faro-250-ml-2,10209,LINDEMANS FARO 250 ML,Lata/Botella,,N,,,,,,,82.00,,,,Y,Y,153.00,2.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
lindemans-gueuze-250-ml-2,10210,LINDEMANS GUEUZE 250 ML,Lata/Botella,,N,,,,,,,82.00,,,,Y,Y,153.00,0.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
lindemans-kriek,10992,Lindemans Kriek,Lata/Botella,,N,,,,,,,82.00,,,,Y,Y,153.00,4.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
lindemans-kriek-0.0%,11066,Lindemans Kriek 0.0%,Lata/Botella,,N,,,,,,,90.00,,,,Y,Y,166.00,3.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
lindemans-pecheresse,10508,Lindemans Pecheresse,Lata/Botella,,N,,,,,,,86.00,,,,Y,Y,159.00,1.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
lindemans-perchesse-0.0%,11067,Lindemans Perchesse 0.0%,Lata/Botella,,N,,,,,,,92.00,,,,Y,Y,169.00,3.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
lindemans-strawberry,10858,Lindemans Strawberry,Lata/Botella,,N,,,,,,,82.00,,,,Y,Y,153.00,2.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
livinus-blonde,11019,Livinus Blonde,Lata/Botella,,N,,,,,,,79.54,,,,Y,Y,149.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
loba-–-alfa,10064,LOBA – Alfa,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,90.00,0.000,1000000.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
loba-blanka-355-ml-2,8,Loba Blanka 355 ml,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,85.00,0.000,1000000.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
loba-paraíso-355-ml,9,Loba Paraíso 355 ml,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,94.00,0.000,1000000.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
long-trail-blackberry-wheat-(lata)-12-oz-2,68,Long Trail Blackberry Wheat (Lata) 12 oz,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,110.00,0.000,1000000.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
long-trail-little-anomaly-(lata)-12-oz-2,67,Long Trail Little Anomaly (Lata) 12 oz,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,110.00,0.000,1000000.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
long-trail-long-trail-ale-(lata)-12-oz-2,65,Long Trail Long Trail Ale (Lata) 12 oz,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,110.00,0.000,1000000.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
long-trail-vermont-ipa-(lata)-12-oz-2,66,Long Trail Vermont IPA (Lata) 12 oz,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,110.00,0.000,1000000.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
lucky---buddha-2,10089,Lucky - Buddha,Lata/Botella,,N,,,,,,,55.00,,,,Y,Y,105.00,0.000,1000000.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
lupulus---hibernatus-2,10241,Lupulus - Hibernatus,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,126.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
madueño-craft-galaxy-draco,11121,Madueño Craft Galaxy Draco,Lata/Botella,,N,,,,,,,120.00,,,,Y,Y,211.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
mahou---0.0-2,10249,Mahou - 0.0,Lata/Botella,,N,,,,,,,56.00,,,,Y,Y,106.00,3.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
mahou---5-estrellas-2,10096,Mahou - 5 Estrellas,Lata/Botella,,N,,,,,,,54.00,,,,Y,Y,103.00,4.000,1000000.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
mahou---ipa-lata-1,10250,Mahou - IPA Lata,Lata/Botella,,N,,,,,,,59.00,,,,Y,Y,112.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
mahou-maestra-dunkel,10439,Mahou Maestra Dunkel,Lata/Botella,,N,,,,,,,65.00,,,,Y,Y,124.00,0.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
mahou-sin-gluten,10654,Mahou sin gluten,Lata/Botella,,N,,,,,,,60.00,,,,Y,Y,114.00,9.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
moisel-chocolate-bock,10664,Maisel chocolate bock,Lata/Botella,,N,,,,,,,180.00,,,,Y,Y,342.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
maisel's-weisse,11192,Maisel's Weisse,Lata/Botella,,N,,,,,,,75.00,,,,Y,Y,141.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
maredsous-10-tripel,11215,Maredsous 10 Tripel,Lata/Botella,,N,,,,,,,106.70,,,,Y,Y,193.00,6.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
mason-ale-works,10780,Mason Ale Works,Lata/Botella,,N,,,,,,,157.99,,,,Y,Y,266.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
mason-ale-works-black-currant-fruit-bomb,10777,Mason Ale Works Black Currant Fruit Bomb,Lata/Botella,,N,,,,,,,157.99,,,,Y,Y,266.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
